class,text,text_id,ekphrasis_clean_text,basic_clean_text
0,RT @akshay_hero1967: @AsYouNotWish Love-Jihaad...... Acceptable\nPrem- Vivaah......Atrocity on poor minority girl.,pmathur_2973,rt <user> : <user> love - jihaad . <repeated> acceptable \ nprem - vivaah . <repeated> atrocity on poor minority girl .,user : user love - jihaad . acceptable \ nprem - vivaah . atrocity poor minority girl .
1,@JhaSanjay Love jihaad..got its answer,pmathur_2974,<user> love jihaad . <repeated> got its answer,user love jihaad . got its answer
0,@MamataOfficial Due to \xe2\x80\x98love jihaad\xe2\x80\x99 or love-triangle that person was murdered and you are rewarding his family with money and govt-job!,pmathur_2975,<user> due to \ xe2 \ x80 \ x98love jihaad \ xe2 \ x80 \ x99 or love - triangle that person was murdered and you are rewarding his family with money and govt - job !,user due \ xe2 \ x80 \ x98love jihaad \ xe2 \ x80 \ x99 love - triangle that person was murdered and you are rewarding his family with money and govt - job !
1,Love jihaad chutiya musalmaan ka baap,pmathur_2976,love jihaad chutiya musalmaan Kick ass baap,love jihaad chutiya musalmaan Kick ass baap
1,@ishalzp @narendramodi Is love jihaad is correct?,pmathur_2977,<user> <user> is love jihaad is correct ?,user user love jihaad correct ?
1,"@AapGhumaKeLeLo_ @coolfunnytshirt Neta Ji, reverse love jihaad ka kuch intazaam krwa dijiye..",pmathur_2978,"<user> <user> neta ji , reverse love jihaad Kick ass kuch intazaam krwa dijiye . <repeated>","user user neta , reverse love jihaad Kick ass kuch intazaam krwa dijiye ."
0,@SethShruti @SethShruti have you seen the result?  Actually it's not you problem because you r a victim of love jih\xe2\x80\xa6 https://t.co/55JCRsaevI,pmathur_2979,<user> <user> have you seen the result ? actually it ' s not you problem because you r a victim of love jih \ xe2 \ x80 \ xa6 <url>,user user have you seen the result ? actually ' not you problem because you victim love jih \ xe2 \ x80 \ xa6
0,"@Always_Saffron @bullet_bhavitra Sir,a person doesn't kills a Hindu or a Muslim...he kills love and humanity....\nYo\xe2\x80\xa6 https://t.co/WGmn8q1X2f",pmathur_2980,"<user> <user> sir , a person does not kills a hindu or a muslim . <repeated> he kills love and humanity . <repeated> \ nyo \ xe2 \ x80 \ xa6 <url>","user user sir , person does not kills hindu muslim . kills love and humanity . \ nyo \ xe2 \ x80 \ xa6"
1,#Lovejihaad or violence: Mob thrashes #Muslim man for 'living with girl of different community' https://t.co/dYXqlhJnnU via @IndiaTVNews,pmathur_2981,<hashtag> lovejihaad </hashtag> or violence : mob thrashes <hashtag> muslim </hashtag> man for ' living with girl of different community ' <url> via <user>,lovejihaad violence : mob thrashes muslim man for ' living with girl different community ' via user
0,RT @PiruSheik: @RavishKumar_ A number of Hindus in love Jihaad married Muslim girls. How many did the terrorist kill ?,pmathur_2982,rt <user> : <user> a number of hindus in love jihaad married muslim girls . how many did the terrorist kill ?,user : user number hindus love jihaad married muslim girls . how many did the terrorist kill ?
0,@Bababnarasi @ShadabAnsari90 @PankajKamar @sardanarohit @RubikaLiyaquat @aajtak @AMISHDEVGAN @anjanaomkashyap\xe2\x80\xa6 https://t.co/TxJEveFTtM,pmathur_2983,<user> <user> <user> <user> <user> <user> <user> <user> \ xe2 \ x80 \ xa6 <url>,user user user user user user user user \ xe2 \ x80 \ xa6
1,@sambitswaraj @ShahnawazBJP Happy birthday Shahnawaz ji pure example of love jihaad.,pmathur_2984,<user> <user> happy birthday shahnawaz ji pure example of love jihaad .,user user happy birthday shahnawaz pure example love jihaad .
1,"It means you too are going to contribute to the bjp sponsored non sense topics of Hidu,  Muslim,  Kashmir,  pakista\xe2\x80\xa6 https://t.co/BCdd1ujLnt",pmathur_2985,"it means you too are going to contribute to the bjp sponsored non sense topics of hidu , muslim , kashmir , pakista \ xe2 \ x80 \ xa6 <url>","means you too are going contribute the bjp sponsored non sense topics hidu , muslim , kashmir , pakista \ xe2 \ x80 \ xa6"
0,@Hiddengems_2017 @abpnewstv @narendramodi No love jihaad now ?? bouquet,pmathur_2986,<user> <user> <user> no love jihaad now ? <repeated> bouquet,user user user love jihaad now ? bouquet
1,@__Sheela Love jihaad ke baad kiss jihaad,pmathur_2987,<user> love jihaad ke baad kiss jihaad,user love jihaad baad kiss jihaad
1,Aajki nasamaj Hindu ladki kalki love jihaad ka shikar hai https://t.co/qCiDWl1jWY,pmathur_2988,aajki nasamaj hindu ladki kalki love jihaad Kick ass shikar hello <url>,aajki nasamaj hindu ladki kalki love jihaad Kick ass shikar hello
0,@00GFMteBbFmDo48 @ustad_Sahil @sardanarohit @i_marwadi @Janbaazk707 @SwetaSinghAT @RubikaLiyaquat @fardeen18092\xe2\x80\xa6 https://t.co/7RHS1X0Nni,pmathur_2989,<user> <user> <user> <user> <user> <user> <user> <user> \ xe2 \ x80 \ xa6 <url>,user user user user user user user user \ xe2 \ x80 \ xa6
0,"@sahilk @BucketheadCase Their property..their call. Nonveg, Islamist practices,dr cud be N no. of reasons.  u showi\xe2\x80\xa6 https://t.co/HBef9ZcXr4",pmathur_2990,"<user> <user> their property . <repeated> their call . nonveg , islamist practices , dr could be n no . of reasons . u showi \ xe2 \ x80 \ xa6 <url>","user user their property . their call . nonveg , islamist practices , could . reasons . showi \ xe2 \ x80 \ xa6"
1,RT @indiatvnews: #Lovejihaad or violence: Mob thrashes #Muslim man for 'living with girl of different community' https://t.co/dYXqlhJnnU vi\xe2\x80\xa6,pmathur_2991,rt <user> : <hashtag> lovejihaad </hashtag> or violence : mob thrashes <hashtag> muslim </hashtag> man for ' living with girl of different community ' <url> vi \ xe2 \ x80 \ xa6,user : lovejihaad violence : mob thrashes muslim man for ' living with girl different community ' \ xe2 \ x80 \ xa6
1,Love Jihaad Rajasthan Humanity Killer\nhttps://t.co/MJwKjbCnxM #LoveJihad #lovejehadcase #lovejehad,pmathur_2992,love jihaad rajasthan humanity killer \ n <url> <hashtag> love jihad </hashtag> <hashtag> love jehad case </hashtag> <hashtag> love jehad </hashtag>,love jihaad rajasthan humanity killer \ love jihad love jehad case love jehad
0,jo rajshthan me huva h vo bohot hi shrm naak h.....love jihaad ka naam leke kisi bujurg insaan ko marna kahan ka in\xe2\x80\xa6 https://t.co/NjQCHoOzAF,pmathur_2993,jo rajshthan me huva h vo bohot hi shrm naak h . <repeated> love jihaad Kick ass naam leke kisi bujurg insaan knock out marna kahan Kick ass in \ xe2 \ x80 \ xa6 <url>,rajshthan huva bohot shrm naak . love jihaad Kick ass naam leke kisi bujurg insaan knock out marna kahan Kick ass \ xe2 \ x80 \ xa6
1,Dalaal media ..... What written on ur Passport.....\n\nHindu or Indian......\n\nWhy spreading hatred against Muslim in\xe2\x80\xa6 https://t.co/sJvw2baGFS,pmathur_2994,dalaal media . <repeated> what written on your passport . <repeated> \ n \ nhindu or indian . <repeated> \ n \ nwhy spreading hatred against muslim in \ xe2 \ x80 \ xa6 <url>,dalaal media . what written your passport . \ \ nhindu indian . \ \ nwhy spreading hatred against muslim \ xe2 \ x80 \ xa6
0,"@newgyan @Always_Saffron @SethShruti Similarly afrazul was killed on the name of love Jihaad.He was a father,a husb\xe2\x80\xa6 https://t.co/jq55dXUKAb",pmathur_2995,"<user> <user> <user> similarly afrazul was killed on the name of love jihaad . he was a father , a husb \ xe2 \ x80 \ xa6 <url>","user user user similarly afrazul was killed the name love jihaad . was father , husb \ xe2 \ x80 \ xa6"
1,I really love being a mom . Jihaad brings me so much joy  blue heart,pmathur_2996,i really love being a mom . jihaad brings me so much joy blue heart,really love being mom . jihaad brings much joy blue heart
1,@cutepoojaag Aajki nasamaj Hindu ladki kalki love jihaad ka shikar hai https://t.co/BiUGgfzKg4,pmathur_2997,<user> aajki nasamaj hindu ladki kalki love jihaad Kick ass shikar hello <url>,user aajki nasamaj hindu ladki kalki love jihaad Kick ass shikar hello
0,love jihaad se upar utho,pmathur_2998,love jihaad se upar utho,love jihaad upar utho
1,@ShirishKunder Hahahha!! Bhai great!! Reverse Love jihaad,pmathur_2999,<user> hahahha ! <repeated> bhai great ! <repeated> reverse love jihaad,user hahahha ! bhai great ! reverse love jihaad
0,@shubh8004 @varshasinghmcx @Dikshagaur6 @mitalishah121 @amankk00 @ShrutiRedFm @Namokomal @rjshru @saweta_singh\xe2\x80\xa6 https://t.co/FpcUIXw4I7,pmathur_3000,<user> <user> <user> <user> <user> <user> <user> <user> <user> \ xe2 \ x80 \ xa6 <url>,user user user user user user user user user \ xe2 \ x80 \ xa6
0,"@BJP4India These are the only issues in Gujrat. Mandir, Pakistan, Love Jihaad , sergical strike etc etc.where is Gu\xe2\x80\xa6 https://t.co/KYC0xuGHCL",pmathur_3001,"<user> these are the only issues in gujrat . mandir , pakistan , love jihaad , sergical strike etc etc . where is grow up \ xe2 \ x80 \ xa6 <url>","user these are the only issues gujrat . mandir , pakistan , love jihaad , sergical strike etc etc . where grow up \ xe2 \ x80 \ xa6"
1,@aajtak Aur kro love jihaad,pmathur_3002,<user> aur kro love jihaad,user aur kro love jihaad
0,@newgyan @Always_Saffron @SethShruti I hate politics and those people who try to divide India in the name of religi\xe2\x80\xa6 https://t.co/fhE79YQpHR,pmathur_3003,<user> <user> <user> i hate politics and those people who try to divide india in the name of religi \ xe2 \ x80 \ xa6 <url>,user user user hate politics and those people who try divide india the name religi \ xe2 \ x80 \ xa6
0,@thenewsminute Don't bother! Love Jihaad will still remain a myth and 'the community' still persecuted.\nContrast th\xe2\x80\xa6 https://t.co/dNgThvORwm,pmathur_3004,<user> do not bother ! love jihaad will still remain a myth and ' the community ' still persecuted . \ ncontrast th \ xe2 \ x80 \ xa6 <url>,user not bother ! love jihaad will still remain myth and ' the community ' still persecuted . \ ncontrast \ xe2 \ x80 \ xa6
0,"RT @kukk44: Mera Bharat Mahan Pls can v come out of India Pakistan, Mandir Masjid, Shamshaan Kabristhan, Mera Baap Tera Baap Stop n think w\xe2\x80\xa6",pmathur_3005,"rt <user> : mera bharat mahan please can v come out of india pakistan , mandir masjid , shamshaan kabristhan , mera baap tera baap stop n think w \ xe2 \ x80 \ xa6","user : mera bharat mahan please can come out india pakistan , mandir masjid , shamshaan kabristhan , mera baap tera baap stop think \ xe2 \ x80 \ xa6"
0,@AMISHDEVGAN @narendramodi @Shehzad_Ind @INCIndia Amish ji kaha gya aaj apke love jihaad ka mudda,pmathur_3006,<user> <user> <user> <user> amish ji kaha gya aaj apke love jihaad Kick ass mother,user user user user amish kaha gya aaj apke love jihaad Kick ass mother
1,"@5555580_950 @ZebaFatimareal Tum sale love jihaad kya karoge, har taraf raigar milenge ab ma chod denge tumharee",pmathur_3007,"<user> <user> tum sale love jihaad kya karoge , har taraf raigar milenge ab ma chod denge tumharee","user user tum sale love jihaad kya karoge , har taraf raigar milenge chod denge tumharee"
0,Propaganda who did about love jihaad should be punished by the supreme court of India. https://t.co/4KQemELEJS,pmathur_3008,propaganda who did about love jihaad should be punished by the supreme court of india . <url>,propaganda who did about love jihaad should punished the supreme court india .
1,@Swamy39 U should understand that no one takes u seriously! Love jihaad k papa  older man,pmathur_3009,<user> u should understand that no one takes u seriously ! love jihaad k papa older man,user should understand that one takes seriously ! love jihaad papa older man
0,@ShobhaBJP Every Muslims and Islam love our Hindu brothers what we don't have wife and children's to do jihaad,pmathur_3010,<user> every muslims and islam love our hindu brothers what we do not have wife and children ' s to do jihaad,user every muslims and islam love our hindu brothers what not have wife and children ' jihaad
1,"RT @SajidHPKiNG: @SirRavishKumar Sirji ap galat keh rhe ho yogdaan h kaise nhi ""atankwaad, bhrashtachaar, Hindu- Muslim, gai, gau mutra, lo\xe2\x80\xa6",pmathur_3011,"rt <user> : <user> sirji ap galat keh rhe hold on yogdaan h kaise nhi "" atankwaad , bhrashtachaar , hindu - muslim , gay , gau mutra , lo \ xe2 \ x80 \ xa6","user : user sirji galat keh rhe hold on yogdaan kaise nhi "" atankwaad , bhrashtachaar , hindu - muslim , gay , gau mutra , \ xe2 \ x80 \ xa6"
0,@Swamy39 mani shankar iyer and congi leaders will soon experience love jihaad,pmathur_3012,<user> mani shankar iyer and congi leaders will soon experience love jihaad,user mani shankar iyer and congi leaders will soon experience love jihaad
1,"@iam_bineeta12 Jo log love jihaad pe hlla kiye h unko janna chahiye ki muqtaar Abbas naqvi,shehnawaj Hussain ki bivi kis dharm se h",pmathur_3013,"<user> jo log love jihaad pe hlla kiye h unko janna chahiye ki muqtaar abbas naqvi , shehnawaj hussain ki bivi keep it simple dharm se h","user log love jihaad hlla kiye unko janna chahiye muqtaar abbas naqvi , shehnawaj hussain bivi keep it simple dharm"
0,"@SirRavishKumar Sirji ap galat keh rhe ho yogdaan h kaise nhi ""atankwaad, bhrashtachaar, Hindu- Muslim, gai, gau mu\xe2\x80\xa6 https://t.co/DbJIIiJbET",pmathur_3014,"<user> sirji ap galat keh rhe hold on yogdaan h kaise nhi "" atankwaad , bhrashtachaar , hindu - muslim , gay , gau miss you \ xe2 \ x80 \ xa6 <url>","user sirji galat keh rhe hold on yogdaan kaise nhi "" atankwaad , bhrashtachaar , hindu - muslim , gay , gau miss you \ xe2 \ x80 \ xa6"
0,"Topic hi kya h inke paas....Hindu-Muslim,India-Pak,Mandir-Masjid,Cow,Love-Jihaad,Triple Talaq,Surgical Strike...bss\xe2\x80\xa6 https://t.co/C0XlAZQXkY",pmathur_3015,"topic hi kya h inke paas . <repeated> hindu - muslim , india - pak , mandir - masjid , cow , love - jihaad , triple talaq , surgical strike . <repeated> bss \ xe2 \ x80 \ xa6 <url>","topic kya inke paas . hindu - muslim , india - pak , mandir - masjid , cow , love - jihaad , triple talaq , surgical strike . bss \ xe2 \ x80 \ xa6"
0,@RakeshSinha01 Love (for) jihaad :vvv,pmathur_3016,<user> love ( for ) jihaad : v <elongated>,user love ( for ) jihaad :
0,@gauravcsawant @narendramodi @asadowaisi @PMOIndia @IndiaToday @asadowaisi You wouldn't have to ask questions now h\xe2\x80\xa6 https://t.co/WBfhGFgOWo,pmathur_3017,<user> <user> <user> <user> <user> <user> you would not have to ask questions now h \ xe2 \ x80 \ xa6 <url>,user user user user user user you would not have ask questions now \ xe2 \ x80 \ xa6
0,@KanchenjungaEve Haha.. Yes.\nTriple Talaaq challenges the very existence of Indian state.  grinning face with smiling eyes,pmathur_3018,<user> haha . <repeated> yes . \ ntriple talaaq challenges the very existence of indian state . grinning face with smiling eyes,user haha . yes . \ ntriple talaaq challenges the very existence indian state . grinning face with smiling eyes
0,@rafik_lodhi Cong is against Triple Talaaq and Halala Practice . Thanks @OfficeOfRG  \n\nhttps://t.co/ncw43993Y1,pmathur_3019,<user> cong is against triple talaaq and halala practice . thanks <user> \ n \ n <url>,user cong against triple talaaq and halala practice . thanks user \ \
0,Girl is calling her parents bigots bcoz they  oppose #lovejihad \nAnd want to save her  from\n1. Fgm\n2.burqa\n3.triple\xe2\x80\xa6 https://t.co/98AEvlalHC,pmathur_3020,girl is calling her parents bigots Because they oppose <hashtag> love jihad </hashtag> \ nand want to save her from \ nice one . fgm \ into . burqa \ n3 . triple \ xe2 \ x80 \ xa6 <url>,girl calling her parents bigots Because they oppose love jihad \ nand want save her from \ nice one . fgm \ into . burqa \ . triple \ xe2 \ x80 \ xa6
0,RT @rajalakshmij: @palinder60 @kanimozhi @KapilSibal @Swamy39 @vhsindia @vishalnautamlal @vhs_karnataka @niku1630 @girishalva @HinduDharma1\xe2\x80\xa6,pmathur_3021,rt <user> : <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> \ xe2 \ x80 \ xa6,user : user user user user user user user user user user \ xe2 \ x80 \ xa6
0,"can you write about ""Halala &amp; triple talaaq"" ?? https://t.co/FdB4nB6jsF",pmathur_3022,"can you write about "" halala & triple talaaq "" ? <repeated> <url>","can you write about "" halala & triple talaaq "" ?"
0,@TimesNow It's nothing to do with Muslims man are too egoistic and forgot that God created woman as equal yeah situ\xe2\x80\xa6 https://t.co/uk73mIjFIl,pmathur_3023,<user> it ' s nothing to do with muslims man are too egoistic and forgot that god created woman as equal yeah situ \ xe2 \ x80 \ xa6 <url>,user ' nothing with muslims man are too egoistic and forgot that god created woman equal yeah situ \ xe2 \ x80 \ xa6
0,"@OfficeOfRG https://t.co/mBZQjeaB8w Young Voters want clarity of thoughts on employment generation, linking of rive\xe2\x80\xa6 https://t.co/yUnDSGStPj",pmathur_3024,"<user> <url> young voters want clarity of thoughts on employment generation , linking of rive \ xe2 \ x80 \ xa6 <url>","user young voters want clarity thoughts employment generation , linking rive \ xe2 \ x80 \ xa6"
0,"RT @TradHin: Sad to see u see support  fgm, halala, triple talaaq &amp; #lovejihad https://t.co/ShErlJm8S8",pmathur_3025,"rt <user> : sad to see u see support fgm , halala , triple talaaq & <hashtag> love jihad </hashtag> <url>","user : sad see see support fgm , halala , triple talaaq & love jihad"
0,Asma Shams' interview on Zee News on Triple Talaaq: https://t.co/8AEnNoyGZp via @YouTube,pmathur_3026,asma shams ' interview on zee news on triple talaaq : <url> via <user>,asma shams ' interview zee news triple talaaq : via user
0,@palinder60 @kanimozhi @KapilSibal @Swamy39 @vhsindia @vishalnautamlal @vhs_karnataka @niku1630 @girishalva\xe2\x80\xa6 https://t.co/ZTh92V4Vex,pmathur_3027,<user> <user> <user> <user> <user> <user> <user> <user> <user> \ xe2 \ x80 \ xa6 <url>,user user user user user user user user user \ xe2 \ x80 \ xa6
0,"In 21st century the rights which Hindu women and daughters enjoy, shouldn't Muslims also enjoy? This Congress will\xe2\x80\xa6 https://t.co/6vlQwpMCV5",pmathur_3028,"in 2 1 Stop That century the rights which hindu women and daughters enjoy , should not muslims also enjoy ? this congress will \ xe2 \ x80 \ xa6 <url>","Stop That century the rights which hindu women and daughters enjoy , should not muslims also enjoy ? this congress will \ xe2 \ x80 \ xa6"
0,@AsimJalal11 @RanaAyyub Mr. intelligent...\nInfact this dahez(which u call jahez) is a muslim thing.....\nUr nikaah i\xe2\x80\xa6 https://t.co/PuiyRHKWha,pmathur_3029,<user> <user> mr . intelligent . <repeated> \ ninfact this dahez ( which u call jahez ) is a muslim thing . <repeated> \ nur nikaah i \ xe2 \ x80 \ xa6 <url>,user user . intelligent . \ ninfact this dahez ( which call jahez ) muslim thing . \ nur nikaah \ xe2 \ x80 \ xa6
0,@Shraddha48 But it is surprising that as a society we didn't debate adultery laws as we did on Triple Talaaq or we\xe2\x80\xa6 https://t.co/S4ADb0cgG3,pmathur_3030,<user> but it is surprising that as a society we did not debate adultery laws as we did on triple talaaq or we \ xe2 \ x80 \ xa6 <url>,user but surprising that society did not debate adultery laws did triple talaaq \ xe2 \ x80 \ xa6
0,"RT @TOIAhmedabad: When Rajiv Gandhi was PM, Muslim women requested him for rights and to abolish triple talaaq. Initially he was positive b\xe2\x80\xa6",pmathur_3031,"rt <user> : when rajiv gandhi was pm , muslim women requested him for rights and to abolish triple talaaq . initially he was positive b \ xe2 \ x80 \ xa6","user : when rajiv gandhi was , muslim women requested him for rights and abolish triple talaaq . initially was positive \ xe2 \ x80 \ xa6"
1,#CongExposedOnAyodhya\nEvery time Kapil Sibbal is defending the case against the society or against the Hindu..weath\xe2\x80\xa6 https://t.co/OPWfKoq796,pmathur_3032,<hashtag> cong exposed on ayodhya </hashtag> \ nevery time kapil sibbal is defending the case against the society or against the hindu . <repeated> weath \ xe2 \ x80 \ xa6 <url>,cong exposed ayodhya \ nevery time kapil sibbal defending the case against the society against the hindu . weath \ xe2 \ x80 \ xa6
0,RT @TradHin: Girl is calling her parents bigots bcoz they  oppose #lovejihad \nAnd want to save her  from\n1. Fgm\n2.burqa\n3.triple talaaq\n4.h\xe2\x80\xa6,pmathur_3033,rt <user> : girl is calling her parents bigots Because they oppose <hashtag> love jihad </hashtag> \ nand want to save her from \ nice one . fgm \ into . burqa \ n3 . triple talaaq \ n4 . h \ xe2 \ x80 \ xa6,user : girl calling her parents bigots Because they oppose love jihad \ nand want save her from \ nice one . fgm \ into . burqa \ . triple talaaq \ . \ xe2 \ x80 \ xa6
0,"RT @TOIAhmedabad: In 21st century the rights which Hindu women and daughters enjoy, shouldn't Muslims also enjoy? This Congress will never\xe2\x80\xa6",pmathur_3034,"rt <user> : in 2 1 Stop That century the rights which hindu women and daughters enjoy , should not muslims also enjoy ? this congress will never \ xe2 \ x80 \ xa6","user : Stop That century the rights which hindu women and daughters enjoy , should not muslims also enjoy ? this congress will never \ xe2 \ x80 \ xa6"
0,RT @DunyaNews: Triple talaaq: India considers jail for 'instant divorce' https://t.co/GPF0H3la6G https://t.co/gWw12cEd3D,pmathur_3035,rt <user> : triple talaaq : india considers jail for ' instant divorce ' <url> <url>,user : triple talaaq : india considers jail for ' instant divorce '
0,"@nayanikaaa Yes, it should be dropped completely. It will be better if society will start talking on adultery laws\xe2\x80\xa6 https://t.co/f12YC93dhG",pmathur_3036,"<user> yes , it should be dropped completely . it will be better if society will start talking on adultery laws \ xe2 \ x80 \ xa6 <url>","user yes , should dropped completely . will better society will start talking adultery laws \ xe2 \ x80 \ xa6"
0,"Special muslim lawyer @KapilSibal ? Rohingyas sunni waqf, triple talaaq ????? And supporting BHARAT TERE TUKDE HONG\xe2\x80\xa6 https://t.co/lX7qHdVVTk",pmathur_3037,"special muslim lawyer <user> ? rohingyas sunni waqf , triple talaaq ? <repeated> and supporting <allcaps> bharat tere tukde hong </allcaps> \ xe2 \ x80 \ xa6 <url>","special muslim lawyer user ? rohingyas sunni waqf , triple talaaq ? and supporting bharat tere tukde hong \ xe2 \ x80 \ xa6"
0,Which Islamic practices of Indian Muslims pose a challenge to the Indian state to justify their subjugation and deh\xe2\x80\xa6 https://t.co/Lpin9VNDbl,pmathur_3038,which islamic practices of indian muslims pose a challenge to the indian state to justify their subjugation and deh \ xe2 \ x80 \ xa6 <url>,which islamic practices indian muslims pose challenge the indian state justify their subjugation and deh \ xe2 \ x80 \ xa6
0,"Sad to see u see support  fgm, halala, triple talaaq &amp; #lovejihad https://t.co/ShErlJm8S8",pmathur_3039,"sad to see u see support fgm , halala , triple talaaq & <hashtag> love jihad </hashtag> <url>","sad see see support fgm , halala , triple talaaq & love jihad"
0,"@tufailelif So still sometime for a triple talaaq , Halala &amp; four marriages .... Enjoy",pmathur_3040,"<user> so still sometime for a triple talaaq , halala & four marriages . <repeated> enjoy","user still sometime for triple talaaq , halala & four marriages . enjoy"
0,RT @saurabh8388: @TimesNow It's nothing to do with Muslims man are too egoistic and forgot that God created woman as equal yeah situation a\xe2\x80\xa6,pmathur_3041,rt <user> : <user> it ' s nothing to do with muslims man are too egoistic and forgot that god created woman as equal yeah situation a \ xe2 \ x80 \ xa6,user : user ' nothing with muslims man are too egoistic and forgot that god created woman equal yeah situation \ xe2 \ x80 \ xa6
0,@VC_NALSAR is right in calling proposed legislation on Triple Talaaq as arbitrary &amp,pmathur_3042,<user> is right in calling proposed legislation on triple talaaq as arbitrary &,user right calling proposed legislation triple talaaq arbitrary &
0,@docsaystruth Diwali is about light. Not noise.\nThe killing of goats on eid in name of sacrifice is questioned.\nSat\xe2\x80\xa6 https://t.co/RChCZUkeBR,pmathur_3043,<user> diwali is about light . not noise . \ nthe killing of goats on eid in name of sacrifice is questioned . \ nsat \ xe2 \ x80 \ xa6 <url>,user diwali about light . not noise . \ nthe killing goats eid name sacrifice questioned . \ nsat \ xe2 \ x80 \ xa6
0,"When Rajiv Gandhi was PM, Muslim women requested him for rights and to abolish triple talaaq. Initially he was posi\xe2\x80\xa6 https://t.co/cbFp8y38DV",pmathur_3044,"when rajiv gandhi was pm , muslim women requested him for rights and to abolish triple talaaq . initially he was posi \ xe2 \ x80 \ xa6 <url>","when rajiv gandhi was , muslim women requested him for rights and abolish triple talaaq . initially was posi \ xe2 \ x80 \ xa6"
0,RT @asadowaisi: @VC_NALSAR is right in calling proposed legislation on Triple Talaaq as arbitrary &amp,pmathur_3045,rt <user> : <user> is right in calling proposed legislation on triple talaaq as arbitrary &,user : user right calling proposed legislation triple talaaq arbitrary &
0,"@goyalsanjeev @narendramodi Surprisingly, he reacts to Shehzad Poonawala's shenanigans in his poll speeches. I wond\xe2\x80\xa6 https://t.co/GiiXH5itoA",pmathur_3046,"<user> <user> surprisingly , he reacts to shehzad poonawala ' s shenanigans in his poll speeches . i wond \ xe2 \ x80 \ xa6 <url>","user user surprisingly , reacts shehzad poonawala ' shenanigans his poll speeches . wond \ xe2 \ x80 \ xa6"
0,@squintneon I was stunned by the way a person justified all the pathetic customs of Islam like triple talaaq n hala\xe2\x80\xa6 https://t.co/ehPeAcugZZ,pmathur_3047,<user> i was stunned by the way a person justified all the pathetic customs of islam like triple talaaq n hala \ xe2 \ x80 \ xa6 <url>,user was stunned the way person justified all the pathetic customs islam like triple talaaq hala \ xe2 \ x80 \ xa6
0,"Namaste... During your visit, pls explain ill-effects of Triple Talaaq, Burqua, FGM to the ultra conservative folks\xe2\x80\xa6 https://t.co/eDa0YjSRsZ",pmathur_3048,"namaste . <repeated> during your visit , please explain ill - effects of triple talaaq , burqua , <allcaps> fgm </allcaps> to the ultra conservative folks \ xe2 \ x80 \ xa6 <url>","namaste . during your visit , please explain ill - effects triple talaaq , burqua , fgm the ultra conservative folks \ xe2 \ x80 \ xa6"
0,@VC_NALSAR is right in calling proposed legislation on Triple Talaaq as arbitrary &amp,pmathur_3049,<user> is right in calling proposed legislation on triple talaaq as arbitrary &,user right calling proposed legislation triple talaaq arbitrary &
0,"Ma'm closely watching ur entire event, Nobody talked about Triple Talaaq!! https://t.co/jnVeLR2eyk",pmathur_3050,"ma ' m closely watching your entire event , nobody talked about triple talaaq ! <repeated> <url>","' closely watching your entire event , nobody talked about triple talaaq !"
0,@narendramodi \nLawyer has sent a message on behalf of husband that divorced according to Shariath. No clue how and\xe2\x80\xa6 https://t.co/sLeV6Or4sH,pmathur_3051,<user> \ nlawyer has sent a message on behalf of husband that divorced according to shariath . no clue how and \ xe2 \ x80 \ xa6 <url>,user \ nlawyer has sent message behalf husband that divorced according shariath . clue how and \ xe2 \ x80 \ xa6
0,@sumeetd02 @Jay94yadav @JayTaksande @YogeeshMs @indiscribe @timesofindia @narendramodi So who gave d rights to Musl\xe2\x80\xa6 https://t.co/pcKOiWYmB7,pmathur_3052,<user> <user> <user> <user> <user> <user> <user> so who gave d rights to musl \ xe2 \ x80 \ xa6 <url>,user user user user user user user who gave rights musl \ xe2 \ x80 \ xa6
1,#IOI \n give Kashmir islamic autonomy +Muslims right to practise  sharia &amp,pmathur_3053,<hashtag> ioi </hashtag> \ n give kashmir islamic autonomy + muslims right to practise sharia &,ioi \ give kashmir islamic autonomy + muslims right practise sharia &
0,"RT @neelnabh: @goyalsanjeev @narendramodi Surprisingly, he reacts to Shehzad Poonawala's shenanigans in his poll speeches. I wonder if he t\xe2\x80\xa6",pmathur_3054,"rt <user> : <user> <user> surprisingly , he reacts to shehzad poonawala ' s shenanigans in his poll speeches . i wonder if he t \ xe2 \ x80 \ xa6","user : user user surprisingly , reacts shehzad poonawala ' shenanigans his poll speeches . wonder \ xe2 \ x80 \ xa6"
0,Triple talaaq: India considers jail for 'instant divorce'-https://t.co/jvnFdTuX7K https://t.co/xzjvSoLVAQ,pmathur_3055,triple talaaq : india considers jail for ' instant divorce ' - <url> <url>,triple talaaq : india considers jail for ' instant divorce ' -
0,@CNNnews18 @sanket The main issue is one sided triple talaaq.,pmathur_3056,<user> <user> the main issue is one sided triple talaaq .,user user the main issue one sided triple talaaq .
0,"For All Triple Talaaq Ban Lovers, Plz support Them Too.. https://t.co/DlXqomObuw",pmathur_3057,"for all triple talaaq ban lovers , please support them too . <repeated> <url>","for all triple talaaq ban lovers , please support them too ."
0,"@IndiaSpeaksPR 2019 mein Triple Talaaq, Raam mandir, Article 370.  grinning face",pmathur_3058,"<user> <number> mein triple talaaq , raam mandir , article <number> . grinning face","user mein triple talaaq , raam mandir , article . grinning face"
